Building,Area,province,Thai_District,District,Thai_Subdistrict,Owner,Construction,Map,Population,Latitude,Longtitude,Impact
Condo,51.01,Bangkok,ดินแดง,Din Daeng,ดินแดง,การเคหะแห่งชาติ โดยนายบัญชา บัญชาดิฐ,New Build,26,130220,13.769722,100.552778,-5
Condo,35.74,Bangkok,ดินแดง,Din Daeng,ดินแดง,การเคหะแห่งชาติ โดยนายบัญชา บัญชาดิฐ,New Build,26,130220,13.769722,100.552778,-5
Condo,35.38,Bangkok,ดินแดง,Din Daeng,ดินแดง,การเคหะแห่งชาติ โดยนายบัญชา บัญชาดิฐ,New Build,26,130220,13.769722,100.552778,-5
Condo,24.14,Bangkok,ราชเทวี,Ratchathewi,ถนนเพชรบุรี,บริษัท ซี 09 จำกัด โดยนายชัยวัฒน์ จักรแต๋ นายอนุศักดิ์ อัมพรสุขสกุล,New Build,37,73035,13.758889,100.534444,-5
Condo,7.51,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท ริเวอร์ตัน จำกัด โดยนายกุลเทพ นฤหล้า,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Condo,19.60,Bangkok,ธนบุรี,Thon Buri,สำเหร่,บริษัท ณวรางค์ เจริญนคร จำกัด โดยนายองคฤทธิ์ พรหมโยธี นายอภิภู พรหมโยธี,New Build,15,119708,13.725,100.485833,-2
Condo,9.98,Bangkok,ดินแดง,Din Daeng,ดินแดง,นายคมสันต์ วุฒิพงศ์ นางสาวชลภัค ณรงคนากุล,New Build,26,130220,13.769722,100.552778,-5
Condo,118.84,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,บริษัท สิริ สมาร์ท ทรี จำกัด โดยนายอภิชาติ จูตระกูล นายวันจักร์ บูรณศิริ,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Condo,6.52,Bangkok,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,คลองมหานาค,นายเดช นำศิริกุล,New Build,8,51006,13.758056,100.513056,-4
Condo,22.72,Bangkok,วัฒนา,Watthana,พระโขนงเหนือ,บริษัท แสนสิริ จำกัด (มหาชน) โดยนายอภิชาติ จูตระกูล นายวันจักร์ บุรณศิริ,New Build,39,81623,13.742222,100.585833,-5
Condo,23583.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท ศุภลัย จำกัด (มหาชน) โดย นายกริซ  จันทร์เจริญสุข,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Condo,23283.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท ศุภลัย จำกัด (มหาชน) โดย นายกริซ  จันทร์เจริญสุข,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Condo,29966.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท ศุภลัย จำกัด (มหาชน) โดย นายกริซ  จันทร์เจริญสุข,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Condo,9629.00,Bangkok,บางนา,Bang Na,บางนา,บริษัท ศิริศักดิ์ อินดัสเตรียล เอสเตท จำกัด โดย นายศุภศักดิ์ ขึ้นศิริ,Adapt/Renovate,47,95912,13.680081,100.5918,-5
Condo,6261.00,Bangkok,บางนา,Bang Na,บางนา,บริษัท ศิริศักดิ์ อินดัสเตรียล เอสเตท จำกัด โดย นายศุภศักดิ์ ขึ้นศิริ,Adapt/Renovate,47,95912,13.680081,100.5918,-5
Condo,16000.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท พี.เอส.สวีทส์ จํากดั  โดย นายซารูป  ศรีชวาลา,New Build,39,81623,13.742222,100.585833,-5
Condo,6581.00,Bangkok,บางขุนเทียน,Bang Khun Thian,ท่าข้าม,บริษัท ดีแคทลอน (ประเทศไทย) จำกัด โดย,New Build,21,165491,13.660833,100.435833,0
Condo,25.60,Bangkok,พระโขนง,Phra Khanong,*พระโขนง,นายภัคริน ทิตติพงศ์ นางสาวพรภัทร องนิธิวัฒน์,New Build,9,93482,13.702222,100.601667,-5
Condo,2018.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน) โดย นายคุณวุฒิ ธรรมพรหมกุล,New Build,6,148465,13.765833,100.647778,-4
Condo,136.89,Bangkok,ยานนาวา,Yan Nawa,ช่องนนทรี,บริษัท ศุภาลัย จำกัด (มหาชน) โดยนายกริซจันทร์ เจริญสุข,Adapt/Renovate,12,81521,13.696944,100.543056,0
Condo,6581.00,Bangkok,บางขุนเทียน,Bang Khun Thian,ท่าข้าม,บริษัท ดีแคทลอน (ประเทศไทย) จำกัด โดย นางสาวทิตยา ศิลาโชติ (ผู้รับมอบอำนาจ),New Build,21,165491,13.660833,100.435833,0
Condo,5.06,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,บริษัท บีบี แคปปิตอล จำกัด โดยนางประภาพร ขุมทอง (ผู้รับมอบอำนาจ),Adapt/Renovate,11,163175,13.722317,100.759669,-3
Condo,7.86,Bangkok,พระโขนง,Phra Khanong,บางจาก,นายวิชัย ทหตเดชกุล นายบัณฑิต ม่วงสอนเขียว,New Build,9,93482,13.702222,100.601667,-4
Condo,37877.00,Bangkok,ภาษีเจริญ,Phasi Charoen,บางหว้า,โดย นางสาวภรณ์ฑิภา ศิริปุญญะ (ผู้รับมอบ อํานาจ),New Build,22,129827,13.714722,100.437222,-1
Condo,7.28,Bangkok,พระโขนง,Phra Khanong,บางจาก,นายวิชัย ทหตเดชกุล นายบัณฑิต ม่วงสอนเขียว,New Build,9,93482,13.702222,100.601667,-4
Condo,6478.00,Bangkok,ภาษีเจริญ,Phasi Charoen,บางจาก,บริษัท นที ยูนิตี้ มอเตอร์ จำกัด โดย นายนธี กองเกตุใหญ่,Adapt/Renovate,22,129827,13.714722,100.437222,-1
Condo,25.13,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,นางสาวปวีณา จิตตินนท์ นายชวิน อรรถกระวีสุนทร,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Condo,29.91,Bangkok,บางรัก,Bang Rak,สี่พระยา,บริษัท ศุภาลัย จำกัด (มหาชน) โดยนายกริซจันทร์ เจริญสุข,Adapt/Renovate,4,45875,13.730833,100.524167,-2
 Assembly,10474.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท  วีดี ดีเวลลอปเม้นท์ จำกัด  โดย นายวี ระศักดิ์ สุศรวัสวงศ์,Adapt/Renovate,33,109041,13.708056,100.583889,-4
 Assembly,22511.00,Bangkok,ราชเทวี,Ratchathewi,มักกะสัน,บริษัท  เอสดี มอเตอร์ จำกัด  โดย นายพอล ซาน อิง เชง และ นายโกวิทย์ จารุโกวิท,New Build,37,73035,13.758889,100.534444,-5
 Assembly,4.16,Bangkok,บางคอแหลม,Bang Kho Laem,บางโคล่,บริษัท แอล เอช มอลล์ แอนด์ โฮเทล จำกัด โดยนายประเสริฐ ศรีอุฬารพงศ์,Adapt/Renovate,31,94956,13.693333,100.5025,0
 Assembly,9.14,Bangkok,สะพานสูง,Saphan Sung,สะพานสูง,มูลนิธิคริสเตียนสมพนธ์ โดยนายอานุภาพ วิชิตนนทน์,Adapt/Renovate,44,89825,13.77,100.684722,-1
 Assembly,5.70,Bangkok,บางเขน,Bang Khen,ท่าแร้ง,มูลนิธิศิษย์พระแม่กวนอิม (โชคชัย4 ลาดพร้าว) โดยนางวราภรณ์ เลิศรังษี,New Build,5,189539,13.873889,100.596389,-1
 Assembly,32029.00,Bangkok,ดอนเมือง,Don Mueang,ตลาดบางเขน*,บริษัท  ไทยแอร์เอเชีย จํากัด,New Build,36,166261,13.913611,100.589722,-3
 Assembly,9456.00,Bangkok,สะพานสูง,Saphan Sung,สะพานสูง,มูลินิธิคริสเตียนสมพันธ์ โดย นายอานุภาพ  วิชิตนนทน์,New Build,44,89825,13.77,100.684722,-1
 Assembly,3060.00,Bangkok,บางบอน,Bang Bon,บางบอน,นายรัฐพล สิทธิศาสตร์สกุล,New Build,50,105161,13.6592,100.3991,0
 Assembly,46287.00,Bangkok,ธนบุรี,Thon Buri,ตลาดพลู,บริษัท ศุภลัย จำกัด (มหาชน) โดย นายกริซ จันทร์เจริญสุข,Adapt/Renovate,15,119708,13.725,100.485833,-2
 Assembly,4.80,Bangkok,สายไหม,Sai Mai,ออเงิน,มูลนิธิจักรพันธุ์ โปรษยกฤต โดยนายวัลลภิศร์ สดประเสิรฐ (ผู้รับมอบอำนาจ),Adapt/Renovate,42,188123,13.919167,100.645833,0
 Assembly,8.21,Bangkok,บางบอน,Bang Bon,บางบอน,มูลนิธิเมตตาอาทร โดยนายเสียนจง หวง,New Build,50,105161,13.6592,100.3991,0
 Assembly,10709.00,Bangkok,สาทร,Sathon,ยานนาวา,มูลนิธิฮั่วเคี้ยวป่อเต็กเซี่ยงตึ๊ง (ป่อเต็กตึ๊ง) โดย นายวิเชียร เดชะไพบูลย์,New Build,28,84916,13.708056,100.526389,-4
 Assembly,5140.00,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท กรุงไทย แลนด์ ดีวีลอปเมนท์ จํากัด,Adapt/Renovate,33,109041,13.708056,100.583889,-5
 Assembly,3870.00,Bangkok,พระโขนง,Phra Khanong,*พระโขนง,บริษัท เอส.บี.ไอ.อี. จำกัด โดย นายสมพงษ์ เพ็งนาม,New Build,9,93482,13.702222,100.601667,-5
 Assembly,3394.00,Bangkok,จอมทอง,Chom Thong,บางมด,บริษัท ไลเคอ โฮเทล แมเนจเม้นท์ (ประเทศ ไทย) จํากัด โดย นายเฉิน โม่สวี้,Adapt/Renovate,35,158005,13.677222,100.484722,0
 Assembly,3.38,Bangkok,บางกะปิ,Bang Kapi,วังทองหลาง*,บริษัท อีพีโอ พร็อเพอร์ตี้ จำกัด โดยนางสาวนันทนัช ครองมงคลกุล,New Build,6,148465,13.765833,100.647778,-4
Entertainment,94.92,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท สุรเศรษฐ์ จำกัด โดยนายมนต์ชัย เดโชจรัสศรี,Adapt/Renovate,29,132234,13.809722,100.537222,-4
Entertainment,442911.00,Bangkok,บางรัก,Bang Rak,สีลม,สำนักงานทรัพย์สินพระมหากษัตริย์ โดย บริษัท วิมานสุริยา จำกัด (ผู้รับมอบอำนาจ),Adapt/Renovate,4,45875,13.730833,100.524167,-2
Hotel,3891.00,Bangkok,บางกอกน้อย,Bangkok Noi,อรุณอมรินทร์,บริษัท  ชาญกนก จํากัด โดย นางกนกลดา  มานะดีพร้อม,New Build,20,117793,13.770867,100.467933,0
Hotel,6994.00,Bangkok,สาทร,Sathon,ยานนาวา,บริษัท  เว็ลธ พลัส  พร็อพเพอร์ตี้ จำกัด  โดย นางเพ็ชรทัย อุตมะปัญญานนท์,New Build,28,84916,13.708056,100.526389,-4
Hotel,6751.00,Bangkok,พญาไท,Phaya Thai,สามเสนใน,บริษัท ศิวิไลซ์ โฮลดิง้  จำกัด  โดย นายสุขุม  ธรรมมณีวงศ์,Adapt/Renovate,14,72952,13.78,100.542778,-4
Hotel,3300.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท  ริโค โฮเทล จํากัด โดย นายชัยพงษ์ แสงนุกูลชัย นายสมมิตร อดิหฤทยสุข,New Build,30,160906,13.828611,100.559722,-4
Hotel,3432.00,Bangkok,บางนา,Bang Na,บางนา,บริษัท  เซาท์อีสท์ ดีเวลล็อปเม้นท์ จํากัด โดย นายยู้ หว่า แซ่ลี,New Build,47,95912,13.680081,100.5918,-5
Hotel,3925.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท แกรนด์ สวีท (ประเทศไทย) จํากัด โดย นายพรพรหม พรหมวาณิช,New Build,33,109041,13.708056,100.583889,-4
Hotel,2168.00,Bangkok,หลักสี่,Lak Si,ทุ่งสองห้อง,นางนงภรณ์ รุ่งเพ็ชรวงศ์,Adapt/Renovate,41,109770,13.8875,100.578889,0
Hotel,8920.00,Bangkok,บางกะปิ,Bang Kapi,คลองจั่น,บริษัท  บางกอก คาซ่า จำกัด  โดย นายสหรัฐ ชื่นศิริพงษ์ (ผู้รับมอบอำนาจ),Adapt/Renovate,6,148465,13.765833,100.647778,-4
Hotel,3352.00,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท ชาร์เตอร์ คอนเซนเทรชนั่  จํากัด โดย นายทนงศักดิ์ ชาติพาณิชย์,Adapt/Renovate,45,114768,13.7864,100.6087,-1
Hotel,9404.00,Bangkok,สาทร,Sathon,ยานนาวา,สภากาชาดไทย โดย นายแผน วรรณเมธี,New Build,28,84916,13.708056,100.526389,-4
Hotel,3936.00,Bangkok,ประเวศ,Prawet,หนองบอน,นายอุกฤษพงศ์ คงธนธรรม นางสาวยุวัน คง ธนธรรม,New Build,32,160671,13.716944,100.694444,-4
Hotel,2521.00,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท ราช สัจจะ จํากัด โดย นายราชวันต์ ซิงห์ สจจมหิทธินนท์,New Build,33,109041,13.708056,100.583889,-5
Hotel,18224.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,(มหาชน) โดย นายจิรภัทร วีรชยทองคํา นางสาวนราวดี วรณิชชา,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,3760.00,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท หงฟา เอสเตท จํากัด โดย นาย ปริญญา กิจจาธนพนธ์,New Build,33,109041,13.708056,100.583889,-5
Hotel,3550.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ต้น  ตระกูล จำกัด  และ บริษัท  สมบัติ เติมตระกูล จำกัด  โดย นายชูวิทย์ กมลวิศิษฏ์,New Build,34,115658,13.730278,100.651389,-5
Hotel,2210.00,Bangkok,ราชเทวี,Ratchathewi,ถนนเพชรบุรี,บริษัท  วีดี ดีเวลลอปเม้นท์ จำกัด  โดย นายวี ระศักดิ์ สุศรวัสวงศ์,New Build,37,73035,13.758889,100.534444,-5
Hotel,25.68,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท ออริจิัน วัน ทองหล่อ จำกัด โดยนายปิติพงษ์ ไตรนุรักษ์,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Hotel,5.35,Bangkok,ยานนาวา,Yan Nawa,ช่องนนทรี,บริษัท เอเจนซี่ โฮลดิ้ง จำกัด โดยนายโสภณ พรโชคชัย,New Build,12,81521,13.696944,100.543056,0
Hotel,5757.00,Bangkok,จอมทอง,Chom Thong,บางมด,บริษัท  ไลเคอ โฮเทล แมเนจเมนท์ (ประเทศ ไทย) จํากัด โดย นายเฉิน โม่สวี้,Adapt/Renovate,35,158005,13.677222,100.484722,0
Hotel,9.69,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท โซลิแทร์ โฮเทล จำกัด โดยนายวีรภัทร สิงห์รุกขา นายสุเทพ กัมบีร์,New Build,39,81623,13.742222,100.585833,-5
Hotel,9.93,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท โซลิแทร์ โฮเทล จำกัด โดยนายวีรภัทร สิงห์รุกขา นายสุเทพ กัมบีร์,New Build,39,81623,13.742222,100.585833,-5
Hotel,3.61,Bangkok,คลองสาน,Khlong San,คลองต้นไทร,บริษัท เอราวัณ ฮ็อป อินน์ จำกัด โดยนายพิสิษฐ์ รุ่งไพบูลย์ (ผู้รับมอบอำนาจ),New Build,18,76446,13.730278,100.509722,-2
Hotel,292185.00,Bangkok,จตุจักร,Chatuchak,จตุจักร,การรถไฟฟ้าแห่งประเทศไทย โดย บริษัท เซ็นทรัลพัฒนา จำกัด  (มหาชน),Adapt/Renovate,30,160906,13.828611,100.559722,-5
Hotel,3161.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท ธรีซี พร็อพเพอร์ตี้ เซอร์วิสเซส จํากัด โดย นายสรรพงษ์ ชื่นโรจน์,New Build,5,189539,13.873889,100.596389,-5
Hotel,5038.00,Bangkok,หลักสี่,Lak Si,ทุ่งสองห้อง,บริษัท ร่มเกลาเพลช จำกัด  โดย นายสมพงษ  โกศยพลกุล,New Build,41,109770,13.8875,100.578889,0
Hotel,9.12,Bangkok,หลักสี่,Lak Si,ทุ่งสองห้อง,นางจุฑามาศ ธนาพรสังสุทธิ์ นายสมเกียรติ ธนาพรสังสุทธิ์,Adapt/Renovate,41,109770,13.8875,100.578889,0
Hotel,5968.00,Bangkok,หลักสี่,Lak Si,ทุ่งสองห้อง,บริษัท ร่มเกลาเพลช จํากัด โดย นายสมพงษ  โกศัยพลกุล,New Build,41,109770,13.8875,100.578889,0
Hotel,2896.00,Bangkok,คันนายาว,Khan Na Yao,คันนายาว,บริษัท พิษณุ ศิริ จำกัด  โดย นายมงคล สุวรรณประทีป,New Build,43,88678,13.8271,100.6743,0
Hotel,11741.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท ทรีท็อป พร็อพเพอร์ต้ี จำกัด  โดย นายสมชาย สมกุล นางวรรณาสมกุศล,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,9992.00,Bangkok,คลองสาน,Khlong San,คลองต้นไทร,สำนักงานทรัพยสินพระมหากษัตริย์ โดย บริษัท  ตากสิน พร็อพเพอร์ตี้ส์ จํากัด  (ผู้รับมอบอํานาจ),Adapt/Renovate,18,76446,13.730278,100.509722,-2
Hotel,3911.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท วี.พี.พร็อพเพอร์ตี้ 55 จำกัด โดย ศาต ราจารย์นายแพทย์วิจิตร บุณยะโหตระ,Adapt/Renovate,30,160906,13.828611,100.559722,-4
Hotel,3268.00,Bangkok,บางแค,Bang Khae,บางแค,นางอัมพร คงธนธรรม,New Build,40,191781,13.696111,100.409444,-2
Hotel,2664.00,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท  ราชสัจจะ จํากัด โดย นายรัชวีร สุจ จมหิธินนท์,New Build,33,109041,13.708056,100.583889,-5
Hotel,4062.00,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,บริษัท นิธิสา จำกัด  โดย นายกฤษฎา ลํ่าซํา  นายพงศกร ล่ำซํา,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Hotel,3802.00,Bangkok,ประเวศ,Prawet,ประเวศ,นายวรเทพ ชุมพลกูลวงศ์,Adapt/Renovate,32,160671,13.716944,100.694444,-5
Hotel,21442.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท รอยลซิลค์รูทโฮเทล จํากัด โดย นาย วีรภัทร สิงห์รุกขา,New Build,33,109041,13.708056,100.583889,-4
Hotel,5035.00,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,นายชาญ วาณิชยพิทกษ์ นางสาวหญิง สุชฎา พงศ์,Adapt/Renovate,11,163175,13.722317,100.759669,-3
Hotel,3395.00,Bangkok,ดินแดง,Din Daeng,ดินแดง,บริษัท มิตรเจริญ ยูไนเต็ด สตีล จำกัด โดย นายกรณ์พงศ์ วังทองสุขสิริ,New Build,26,130220,13.769722,100.552778,-5
Hotel,7488.00,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท แกรนด์ 5 เซ็นเตอร์ จํากัด โดย นาย พรพรหม พรหมวาณิช,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,3678.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท โรงแรมสุขุมวิท 53 จำกัด โดย นาย ณัฏฐวัฒน์ ลีนะบรรจง นายกรวุฒิ ลีนะบรรจง,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Hotel,8800.00,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,วิทยาลัยอาชีวศึกษาดุสิตพณิชยการ โดย นางสาววิชุดา รัตนเพียร,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Hotel,24346.00,Bangkok,จตุจักร,Chatuchak,จอมพล,นางศศิธร บุณยรงค นางนัน  พิมมะรตน์,Adapt/Renovate,30,160906,13.828611,100.559722,-4
Hotel,13292.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ทยชาติ จำกัด โดย นายจริชัย ไทย ชาติ นายไศลโรจ ไทยชาติ,Adapt/Renovate,34,115658,13.730278,100.651389,-5
Hotel,3902.00,Bangkok,คันนายาว,Khan Na Yao,คันนายาว,นายกิตติพงษ์ จันธเรศ,New Build,43,88678,13.8271,100.6743,0
Hotel,88295.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,นายวิเชียร ล่ำซำ นางสาวสมสวาท เจียร วนนท์,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Hotel,3.94,Bangkok,ลาดกระบัง,Lat Krabang,ลาดกระบัง,บริษัท เค.จี.เทรดดิ้ง แอนด์ เซอร์วิส จำกัด โดยนายฐานุพงศ์ เลิศเมธีพงศ์,Adapt/Renovate,11,163175,13.722317,100.759669,-3
Hotel,3.53,Bangkok,ลาดกระบัง,Lat Krabang,ลาดกระบัง,นายวรเทพ ชุมพลกูลวงศ์,Adapt/Renovate,11,163175,13.722317,100.759669,-3
Hotel,3.53,Bangkok,ลาดกระบัง,Lat Krabang,ลาดกระบัง,บริษัท เอส.วี.ดีเวลลอปเม้นท์2001 จำกัด โดยนางศิริภา ชุมพลกูลวงศ์,Adapt/Renovate,11,163175,13.722317,100.759669,-3
Hotel,3.01,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท อัลตร้าเวลท์ พลัส จำกัด โดยนางศศิธร โล่ห์ประเสิรฐ,Adapt/Renovate,30,160906,13.828611,100.559722,-4
Hotel,9.48,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท บูทิค แบงค็อก สุขุมวิท36 จำกัด  โดยนายเอกณัฐ อึ้งภากรณ์,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Hotel,30.41,Bangkok,มีนบุรี,Min Buri,มีนบุรี,บริษัท เอเวอร์กรีน เพลส จำกัด โดยนางอภิญญา ถาวรธวัช นายวุฒิพล ถาวรธวัช,Adapt/Renovate,10,137251,13.813889,100.748056,-1
Hotel,3.84,Bangkok,บางพลัด,Bang Phlat,บางบำหรุ,บริษัท แปซิฟิค แมนชั่น จำกัด โดยนายสุรินทร์ มีนสุข,Adapt/Renovate,25,99273,13.793889,100.505,-1
Hotel,2.18,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท อัญชลี คอมเพล็กส์ จำกัด โดยนางอัญชลี กิจเจริญในธรรม,New Build,45,114768,13.7864,100.6087,-1
Hotel,3.60,Bangkok,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,ป้อมปราบ,นางสาวผาณิต สงวนกิจวิบูลย์ นางชลทิพย์ สงวนกิจวิบูลย์,Adapt/Renovate,8,51006,13.758056,100.513056,-4
Hotel,8.94,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,บริษัท ซาลีน่า ปริ้นเซส จำกัด โดยนางอัญชลี กิจเจริญในธรรม,Adapt/Renovate,45,114768,13.7864,100.6087,-1
Hotel,5.80,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,นายสรัญ ลิ้มสวัสดิ์วงศ์,Adapt/Renovate,6,148465,13.765833,100.647778,-4
Hotel,26.82,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,บริษัท วัน พญาไท จำกัด โดยนายปิติพงษ์ ไตรนุรักษ์ นายวิษณุ รัตนพฤกษ์พันธ์,New Build,37,73035,13.758889,100.534444,-5
Hotel,3.44,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท คิงส์ตัน โฮลดิ้งส์ จำกัด โดยนายวรีภัทร สิงห์รุกขา,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,7.35,Bangkok,วัฒนา,Watthana,คลองเตยเหนือ,บริษัท คิงส์ตัน โฮลดิ้งส์ จำกัด โดยนายวรีภัทร สิงห์รุกขา,Adapt/Renovate,39,81623,13.742222,100.585833,-5
Hotel,95.72,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,นายยุทธชัย จรณะจิตต์ นางนิจพร จรณะจิตต์,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Hotel,7.97,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท ซิตี้ โฮเทลเลียร์ส จำกัด นายโกมล กัมบีร์,New Build,39,81623,13.742222,100.585833,-4
Hotel,5665.00,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,บริษัท สยามอินเตอร์เนชั่นแนลคอร์ปอเรชั่น จำกัด โดย นายพรพงษ์ พรประภา,Adapt/Renovate,37,73035,13.758889,100.534444,-5
Hotel,11882.00,Bangkok,บางกะปิ,Bang Kapi,คลองจั่น,บริษัท มอลล์ เอวีนิว จํากัด โดย นายวีรชัย  ศรีคุรุวาฬ,Adapt/Renovate,6,148465,13.765833,100.647778,-4
Hotel,3320.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท พีโฮม จํากัด โดย นางลักษมี หนุนภักดี,Adapt/Renovate,30,160906,13.828611,100.559722,-4
Hotel,3.84,Bangkok,ราชเทวี,Ratchathewi,ถนนเพชรบุรี,บริษัท เออร์เบิน ราชเทวี จำกัด โดยนายวุฒิพล ถาวรวัช,New Build,37,73035,13.758889,100.534444,-5
Hotel,3494.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,จุฬาลงกรณ์มหาวิทยาลัย โดย บริษัท วิสดอม,Adapt/Renovate,6,148465,13.765833,100.647778,-4
Hotel,59.41,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท เออร์เบิน รามคำแหง จำกัด โดยนายวุฒิพล ถาวรวัช,New Build,6,148465,13.765833,100.647778,-4
Hotel,29795.00,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท กรุงไทย แลนด์ ดีวีลอปเมนท์ จํากัด,Adapt/Renovate,33,109041,13.708056,100.583889,-5
Hotel,8.57,Bangkok,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,ป้อมปราบ,บริษัทไชน่าทาวน์ แอสเสท จำกัด โดยนายธเนศ อรุณวนิชย์พร นายกนกพล พรบุญมารุ่ง,New Build,8,51006,13.758056,100.513056,-4
Hotel,3993.00,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,บริษัท ห้างสรรพสินค้า เจียง-ฟิวเจอร์ พลาซ่า จำกัด โดย นายอนุชิต สกุลคู,New Build,11,163175,13.722317,100.759669,-3
Hotel,13242.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท โรงแรม เดอะไดนาสตี้ จำกัด โดย,Adapt/Renovate,6,148465,13.765833,100.647778,-4
Hotel,12989.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท แอ็ดมิรัล ทาวเวอร์ จํากัด โดย นาย มนจิต ซิงห์,New Build,33,109041,13.708056,100.583889,-4
Hotel,5757.00,Bangkok,จอมทอง,Chom Thong,บางมด,บริษัท ไลเคอ โฮเทล แมเนจเมนท์ (ประเทศ ไทย) จํากัด โดย นายเฉิน โม่สวี้,Adapt/Renovate,35,158005,13.677222,100.484722,0
Hotel,2.16,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท แสงจิตกิ่งแก้ว ก่อสร้าง จำกัด โดยนายอิทธิพัทธ์ นันธนวัฒน์,Adapt/Renovate,27,145830,13.785278,100.669167,0
Hotel,3.35,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,นายไชยวัฒน์ ดวงอุดมรัชต,New Build,37,73035,13.758889,100.534444,-5
